glc_class,weighted_mean_canopy,weighted_std_canopy,total_area_Mha
51 Open evergreen broadleaved,61.222138018004905,15.912533857152624,2.8316974032060416
52 Closed evergreen broadleaved,55.17752327487898,10.102264224127683,0.08533149879409399
61 Open deciduous broadleaved,54.6563743428071,20.282976846405532,4.220520348471316
62 Closed deciduous broadleaved,69.06014320454193,14.619162987167824,84.87782053825751
71 Open evergreen needleleaved,28.972246330337022,10.447913256093432,21.097267001865838
72 Closed evergreen needleleaved,58.76338128060571,15.747324328096129,84.25069014387994
81 Open deciduous needleleaved,68.46369010796879,14.546164862520543,14.689475003572754
82 Closed deciduous needleleaved,58.377164795354396,16.445255317053988,0.4495622762925951
91 Open mixed forest,40.135330209846735,18.215885898192436,0.5168512614888754
